Price,Date,Open,High,Low,Close
0,2001-01-02,0.22406718134880066,0.22971556031624832,0.21936018211615377,0.22406718134880066
1,2001-01-03,0.2184188341378766,0.2513694676351351,0.21747742912654158,0.2466624677181244
2,2001-01-04,0.27325868774348766,0.2786717102675947,0.25325226529886075,0.25701871514320374
3,2001-01-05,0.2551350625408108,0.2617257020894155,0.24195463819218974,0.2466624677181244
4,2001-01-08,0.25513504462747527,0.25584109205148803,0.24007181131379174,0.24948664009571075
5,2001-01-09,0.253252271697275,0.26572664951701225,0.24948667650642573,0.2589015066623688
6,2001-01-10,0.25136944998618643,0.2560764244330505,0.24195462120426744,0.24948664009571075
7,2001-01-11,0.24477972244592122,0.2786717412993327,0.24477972244592122,0.27114057540893555
8,2001-01-12,0.26925688715228774,0.2711405520661985,0.2570187216367773,0.2589015066623688
9,2001-01-16,0.26266708574799374,0.2749061304013961,0.2560764461043709,0.25796011090278625
10,2001-01-17,0.2645498768547303,0.2645498768547303,0.2485452635270372,0.253252238035202
11,2001-01-18,0.2683155320019868,0.28243733859661285,0.26549131649313945,0.28149595856666565
12,2001-01-19,0.292793532871435,0.2946763429410955,0.2814959182635224,0.29373493790626526
13,2001-01-22,0.28714525332278834,0.2956178261791303,0.27773042035360873,0.28996944427490234
14,2001-01-23,0.29091076359440005,0.31538880419696946,0.2871451683921296,0.3087981641292572
15,2001-01-24,0.3106818290488812,0.31162320899469903,0.2946763587966705,0.3087981641292572
16,2001-01-25,0.30974034053465654,0.30974034053465654,0.2975013235299582,0.30032551288604736
17,2001-01-26,0.29373492866064926,0.29844275815589627,0.2871451439035879,0.2946763336658478
18,2001-01-29,0.2946764370491424,0.32762793664079115,0.2946764370491424,0.3266865313053131
19,2001-01-30,0.3248036225047457,0.33139340758284125,0.31444741275311305,0.32762783765792847
20,2001-01-31,0.32386223143883186,0.33892544078729403,0.322920826420195,0.32574501633644104
21,2001-02-01,0.3116232300308533,0.32386227629800224,0.3087981849747065,0.31821301579475403
22,2001-02-02,0.3182130460087594,0.3304520934379935,0.3087982142947832,0.31068187952041626
23,2001-02-05,0.30879813015931046,0.30974038988979513,0.29750137093488777,0.3040911555290222
24,2001-02-06,0.30362049436452254,0.32221396882339676,0.30126701920144,0.31821301579475403
25,2001-02-07,0.3111524570531293,0.31444736162628256,0.29844272417052087,0.31256455183029175
26,2001-02-08,0.3097403622759669,0.31727155118060735,0.30409112841883185,0.31256455183029175
27,2001-02-09,0.30879815327221416,0.31350600814310076,0.28149592351277836,0.28808656334877014
28,2001-02-12,0.28714518841372394,0.3012670198706412,0.28337959294889215,0.29656001925468445
29,2001-02-13,0.3003255832197428,0.3078567733594943,0.28620375324399955,0.28808656334877014
30,2001-02-14,0.289027937871779,0.29561772283626075,0.2786717031590316,0.29373493790626526
31,2001-02-15,0.2965599840529083,0.30974040879417947,0.2965599840529083,0.3022083640098572
32,2001-02-16,0.2862037420272827,0.2937349318718766,0.28243729235639375,0.2862037420272827
33,2001-02-20,0.28902801207039325,0.2927936080367445,0.27396479859583067,0.27584758400917053
34,2001-02-21,0.27490609242761943,0.30032553296872255,0.27490609242761943,0.2843209207057953
35,2001-02-22,0.28714521010243543,0.29185218593425233,0.2711405922740722,0.28337961435317993
36,2001-02-23,0.280554569077376,0.2843210195754113,0.2749061880233277,0.28337961435317993
37,2001-02-26,0.2871451529417835,0.2965599826197006,0.27961310819386187,0.29373493790626526
38,2001-02-27,0.29044002165680566,0.2927935215833139,0.2814959074109602,0.29185211658477783
39,2001-02-28,0.29185212289561563,0.2927935279145081,0.2730233186071583,0.27490612864494324
40,2001-03-01,0.26831549032071844,0.2824372947216034,0.2589014903663084,0.2824372947216034
41,2001-03-02,0.2758476096257503,0.30785687524009764,0.2749062294014948,0.28996944427490234
42,2001-03-05,0.29185219405005763,0.308798217571886,0.2899694086929085,0.30691543221473694
43,2001-03-06,0.31209392428453836,0.33233482497476935,0.3116232091716957,0.3238622546195984
44,2001-03-07,0.32103718251775265,0.3257450120177875,0.3125645877416776,0.3200957775115967
45,2001-03-08,0.3116232267187851,0.3182130124126467,0.30785680169330376,0.31350603699684143
46,2001-03-09,0.31068184143809996,0.3116232214214577,0.3012670108781615,0.3050325810909271
47,2001-03-12,0.2965600350265096,0.2993842254904141,0.2730233714768915,0.28055456280708313
48,2001-03-13,0.2843209540276565,0.2946763336658478,0.2739647196408825,0.2946763336658478
49,2001-03-14,0.27867170383884166,0.3087981482671364,0.2777303239413799,0.3078567683696747
50,2001-03-15,0.3144474461764335,0.3219786119664289,0.29656001925468445,0.29656001925468445
51,2001-03-16,0.28620375428629,0.3059739643690129,0.2843209693143282,0.2956177294254303
52,2001-03-19,0.2975014324720058,0.3106818591351608,0.29373498215633853,0.30974045395851135
53,2001-03-20,0.3120939458684551,0.3153888261878904,0.29656001925468445,0.29656001925468445
54,2001-03-21,0.2979719820409158,0.3144473064868382,0.2918520342381068,0.30314967036247253
55,2001-03-22,0.30691535730450104,0.3276278263737148,0.304091167388255,0.32574501633644104
56,2001-03-23,0.3323348167869017,0.3549300718143143,0.33139341172407655,0.3464566469192505
57,2001-03-26,0.3484153431295569,0.3577542510137065,0.3182880691835589,0.3280799686908722
58,2001-03-27,0.3304900057414944,0.347209945568667,0.3298868548573425,0.34449878334999084
59,2001-03-28,0.33259881299411703,0.33892541012463834,0.3238622021389479,0.333954393863678
60,2001-03-29,0.32792894885329504,0.3532353647719168,0.3238622310215969,0.3393767476081848
61,2001-03-30,0.3396786977034225,0.3422388706515175,0.32145133625702194,0.3324478268623352
62,2001-04-02,0.33274900372438115,0.34133548197867947,0.32235566221519213,0.3252178132534027
63,2001-04-03,0.3217533026125325,0.32235559862523877,0.30322479379823986,0.30488237738609314
